"longitude","latitude","id_cells","period","sampling_effort","periods"
-73.895546,41.667408,1583,"present",41,2
-73.895378,41.689888,1583,"present",2,2
-73.895287,41.686794,1583,"present",2,2
-73.8946,41.688,1583,"present",1,2
-73.885437,40.75375,1498,"present",20,2
-73.882217,40.865631,1540,"present",1,2
-73.879341,40.866119,1540,"present",46,2
-73.879211,40.865597,1540,"present",2,2
-73.879005,40.861065,1497,"present",9,2
-73.878731,40.86668,1540,"present",4,2
-73.878471,40.8603249999999,1497,"present",4,2
-73.878471,40.86039,1497,"present",10,2
-73.87847,40.8603249999999,1497,"present",2,2
-73.878441,40.863754,1540,"present",1,2
-73.878288,40.863934,1540,"present",1,2
-73.878288,40.86404,1540,"present",30,2
-73.878189,40.860519,1497,"present",1,2
-73.877754,40.860653,1497,"present",2,2
-73.876656,40.863445,1540,"present",59,2
-73.87572,40.866283,1540,"present",1,2
-73.875717,40.866283,1540,"present",109,2
-73.875191,40.862221,1540,"present",104,2
-73.874001,40.865566,1540,"present",4,2
-73.871567,41.189075,1540,"present",17,2
-73.85345,41.910194,1626,"present",1,2
-73.853447,41.910194,1626,"present",2,2
-73.847786,42.68232,1669,"present",1,2
-73.847052,40.7280134,1498,"past",1,1
-73.832298,40.709675,1498,"present",1,2
-73.82689,41.211025,1540,"present",2,2
-73.826889,41.211025,1540,"present",52,2
-73.826675,40.83895,1498,"present",2,2
-73.825096,40.616577,1498,"present",1,2
-73.809311,40.755829,1498,"present",1,2
-73.800575,42.672409,1669,"present",2,2
-73.794258,42.662521,1669,"present",2,2
-73.782425,43.37375,1754,"present",1,2
-73.7629097,41.0339862,1541,"past",5,1
-73.75367,42.706818,1669,"present",1,2
-73.752335,42.716637,1669,"present",3,2
-73.752144,42.72213,1669,"present",1,2
-73.750496,40.951477,1541,"present",1,2
-73.749847,42.316715,1626,"present",1,2
-73.749458,42.719803,1669,"present",1,2
-73.740723,41.0346149999999,1541,"present",8,2
-73.7355,41.73104,1583,"present",1,2
-73.732552,41.78344,1583,"present",18,2
-73.73255,41.78344,1583,"present",2,2
-73.731003,41.78577,1583,"present",20,2
-73.731,41.78577,1583,"present",1,2
-73.730446,41.126884,1541,"present",2,2
-73.7303,41.124557,1541,"present",1,2
-73.710182,42.82711,1669,"present",3,2
-73.70417,42.36978,1669,"present",2,2
-73.70417,42.369781,1669,"present",16,2
-73.702225,40.74703,1498,"present",1,2
-73.701225,41.052574,1541,"present",2,2
-73.689102,40.976376,1541,"present",15,2
-73.6891,40.976376,1541,"present",2,2
-73.64992,43.012966,1712,"present",2,2
-73.649918,43.012966,1712,"present",37,2
-73.622284,41.18534,1541,"present",1,2
-73.622284,41.185341,1541,"present",3,2
-73.62034,41.856613,1626,"present",1,2
-73.620338,41.856613,1626,"present",5,2
-73.606598,41.809883,1583,"present",1,2
-73.59787,42.275463,1626,"present",45,2
-73.595032,42.35268,1669,"present",2,2
-73.59503,42.35268,1669,"present",2,2
-73.5948391,42.3642516,1669,"past",15,1
-73.59346,42.270908,1626,"present",55,2
-73.59346,42.27091,1626,"present",2,2
-73.591904,43.09248,1712,"present",40,2
-73.589012,41.257492,1541,"present",5,2
-73.58649,41.776165,1583,"present",1,2
-73.586487,41.776165,1583,"present",2,2
-73.5719051,41.3350356,1584,"past",10,1
-73.5719,41.335,1584,"past",1,1
-73.5719,41.33504,1584,"past",1,1
-73.552994,40.710114,1498,"present",2,2
-73.5464194,42.323384,1669,"past",25,1
-73.5464,42.32338,1669,"past",1,1
-73.5464,42.3234,1669,"past",1,1
-73.538727,41.3247569999999,1584,"present",1,2
-73.471428,44.699764,1840,"past",15,1
-73.45732,41.25615,1541,"present",2,2
-73.457031,41.259045,1541,"present",17,2
-73.4529,44.6995,1840,"past",1,1
-73.4348438,41.2556512,1541,"past",4,1
-73.43345,42.936153,1712,"present",2,2
-73.401146,41.324959,1584,"present",1,2
-73.396804,42.4642991,1669,"past",6,1
-73.3968,42.4643,1669,"past",11,1
-73.393814,41.325523,1584,"present",6,2
-73.382309,42.233723,1627,"present",1,2
-73.381676,42.452244,1669,"present",5,2
-73.378174,42.14682,1627,"present",3,2
-73.3677,42.373,1670,"past",1,1
-73.3676804,42.3729519,1670,"past",9,1
-73.292381,42.1753809999999,1627,"present",2,2
-73.2612615,41.1408363,1541,"past",11,1
-73.254723,41.187309,1541,"present",3,2
-73.2426251,43.2362846,1712,"past",7,1
-73.227626,44.3806065,1841,"past",2,1
-73.2214,44.480114,1841,"present",1,2
-73.22085,40.72865,1499,"present",1,2
-73.2121,44.4759,1841,"past",2,1
-73.212072,44.4758825,1841,"past",10,1
-73.2037,42.712,1670,"past",6,1
-73.19423,44.475513,1841,"present",1,2
-73.19422,44.475353,1841,"present",2,2
-73.193855,44.475414,1841,"present",4,2
-73.179832,43.6106223,1755,"past",18,1
-73.1798,43.6106,1755,"past",1,1
-73.160126,40.741177,1542,"present",2,2
-73.126343,40.90255,1542,"present",2,2
-73.12323,40.901848,1542,"present",2,2
-73.121841,41.602745,1584,"present",1,2
-73.120705,40.907997,1542,"present",2,2
-73.0876119,43.7981195,1798,"past",42,1
-73.0876,43.7981,1798,"past",4,1
-73.083755,40.757755,1542,"present",1,2
-73.0112117,42.66675,1670,"past",25,1
-72.9157,45.12159,1884,"past",2,1
-72.9157,45.1216,1884,"past",1,1
-72.915659,45.121587,1884,"past",49,1
-72.86548,44.52509,1841,"present",2,2
-72.7539,43.7839,1799,"past",1,1
-72.7538555,43.7839353,1799,"past",12,1
-72.725998,41.764,1628,"present",2,2
-72.678635,42.255589,1671,"present",1,2
-72.669067,41.96722,1628,"present",2,2
-72.669052,41.967167,1628,"present",2,2
-72.659904,42.286816,1671,"present",2,2
-72.653793,42.286526,1671,"present",13,2
-72.65379,42.286526,1671,"present",1,2
-72.6506488,41.5623209,1585,"past",39,1
-72.649925,42.314152,1671,"present",2,2
-72.648468,42.31424,1671,"present",2,2
-72.642982,42.318691,1671,"present",5,2
-72.6395,42.316784,1671,"present",2,2
-72.6031451,41.860376,1628,"past",12,1
-72.569908,42.266083,1671,"present",1,2
-72.558563,42.077522,1628,"present",25,2
-72.55856,42.077522,1628,"present",1,2
-72.54509,43.6133,1756,"present",4,2
-72.527138,42.393028,1671,"present",1,2
-72.52389,43.629955,1756,"present",1,2
-72.52055,43.631424,1756,"present",1,2
-72.4785,41.6893,1628,"present",2,2
-72.461853,44.341782,1842,"present",2,2
-72.46122,44.3409499999999,1842,"present",7,2
-72.402084,42.281303,1671,"present",1,2
-72.3726071,44.6367179,1842,"past",4,1
-72.351234,42.458523,1671,"present",3,2
-72.346504,42.44235,1671,"present",1,2
-72.3459,42.418087,1671,"present",2,2
-72.345314,42.448402,1671,"present",2,2
-72.344215,42.456135,1671,"present",19,2
-72.309204,42.967148,1714,"present",1,2
-72.305519,40.946373,1543,"present",1,2
-72.3012,41.702,1628,"past",2,1
-72.3011917,41.7020432,1628,"past",58,1
-72.29271,43.698803,1799,"present",1,2
-72.2926,40.9979,1543,"past",3,1
-72.2925819,40.9978773,1543,"past",1,1
-72.28438,43.7053,1799,"present",1,2
-72.28407,43.70593,1799,"present",1,2
-72.284058,42.88443,1714,"present",1,2
-72.282486,43.713066,1799,"present",2,2
-72.27799,41.60542,1628,"present",1,2
-72.275505,43.69937,1799,"present",2,2
-72.26169,43.714233,1799,"present",1,2
-72.24902,43.63432,1799,"present",2,2
-72.238472,42.264393,1671,"present",2,2
-72.18591,42.673504,1714,"present",2,2
-72.17261,42.538097,1671,"present",2,2
-72.17213,42.542778,1671,"present",2,2
-72.172127,42.542778,1671,"present",3,2
-72.144,43.6406,1800,"past",2,1
-72.14398,43.64063,1800,"past",9,1
-72.142914,43.726032,1800,"present",1,2
-72.012825,42.173531,1672,"present",1,2
-72.0112598,41.5224785,1586,"past",1,1
-71.96585,42.611107,1714,"present",1,2
-71.94914,42.878605,1714,"present",1,2
-71.923103,42.168648,1672,"present",1,2
-71.9227434,44.7019193,1885,"past",12,1
-71.9227,44.7019,1885,"past",1,1
-71.917282,42.078682,1672,"present",1,2
-71.91699,43.162205,1757,"present",1,2
-71.91456,43.163708,1757,"present",1,2
-71.911346,42.15942,1672,"present",1,2
-71.894363,42.100708,1672,"present",2,2
-71.8125769,42.9875825,1714,"past",4,1
-71.8023,42.2626,1672,"past",1,1
-71.8022934,42.2625932,1672,"past",16,1
-71.74471,42.798477,1715,"present",1,2
-71.706001,43.760921,1800,"present",1,2
-71.702568,44.767391,1886,"present",1,2
-71.70256,44.7673839999999,1886,"present",3,2
-71.65794,42.837536,1715,"present",1,2
-71.65558,42.9149200000001,1715,"present",1,2
-71.6302532,42.0772429,1672,"past",12,1
-71.627769,41.383457,1587,"present",1,2
-71.5580393,44.6544572,1886,"past",10,1
-71.5523,42.1057,1672,"past",13,1
-71.5522859,42.1056525,1672,"past",1,1
-71.539925,43.244305,1758,"present",2,2
-71.4992185,41.3689269,1587,"past",1,1
-71.4856,41.3731,1587,"past",7,1
-71.4774291,41.5800945,1630,"past",1,1
-71.4548,42.99564,1758,"past",1,1
-71.4547891,42.9956397,1758,"past",22,1
-71.454247,43.290432,1758,"present",1,2
-71.437515,41.482742,1630,"present",1,2
-71.43165,41.842804,1630,"present",1,2
-71.420189,42.25993,1672,"present",2,2
-71.407219,42.268288,1672,"present",3,2
-71.398697,41.833656,1630,"present",2,2
-71.39413,42.096577,1673,"present",1,2
-71.38613,44.1711,1843,"present",2,2
-71.38585,44.167084,1843,"present",2,2
-71.38548,44.171883,1843,"present",2,2
-71.3739272,42.8651298,1715,"past",26,1
-71.362434,42.293243,1672,"present",3,2
-71.3565439,41.9695516,1673,"past",55,1
-71.355217,42.545998,1715,"present",20,2
-71.3545,42.546036,1715,"present",26,2
-71.3283,42.300465,1672,"present",1,2
-71.324806,43.300652,1758,"present",2,2
-71.3097879,42.3363548,1672,"past",1,1
-71.303253,42.294979,1673,"present",3,2
-71.28844,44.06695,1844,"present",2,2
-71.28738,44.065113,1844,"present",2,2
-71.28693,42.326015,1673,"present",1,2
-71.28148,42.30938,1673,"present",1,2
-71.281479,42.30938,1673,"present",3,2
-71.2586,42.365437,1673,"present",1,2
-71.25741,42.36683,1673,"present",2,2
-71.257408,42.366829,1673,"present",6,2
-71.2537,44.2587199999999,1844,"present",2,2
-71.25368,44.24566,1844,"present",1,2
-71.2536,44.26109,1844,"present",2,2
-71.2535,44.25832,1844,"present",1,2
-71.253,44.25866,1844,"present",2,2
-71.253,44.26144,1844,"present",2,2
-71.253,44.2629,1844,"present",2,2
-71.250465,44.255665,1844,"present",2,2
-71.2356113,42.3764852,1673,"past",11,1
-71.2356,42.3765,1673,"past",2,1
-71.2083316,43.3702912,1758,"past",4,1
-71.2083,43.37029,1758,"past",1,1
-71.199,42.477,1716,"present",1,2
-71.188095,42.40185,1716,"present",1,2
-71.188095,42.401852,1716,"present",5,2
-71.184654,42.402618,1716,"present",3,2
-71.184654,42.40262,1716,"present",1,2
-71.170273,42.33514,1673,"present",1,2
-71.16835,42.40141,1716,"present",1,2
-71.16593,42.3450739999999,1673,"present",1,2
-71.1631137,42.7070354,1716,"past",7,1
-71.158623,42.461346,1716,"present",6,2
-71.146004,42.386902,1716,"present",3,2
-71.146,42.3869,1716,"present",2,2
-71.129082,42.296288,1673,"present",2,2
-71.128052,42.296417,1673,"present",26,2
-71.12606,42.30024,1673,"present",12,2
-71.124771,42.300278,1673,"present",12,2
-71.124626,42.4556660000001,1716,"present",5,2
-71.124443,42.349655,1673,"present",2,2
-71.12444,42.349655,1673,"present",2,2
-71.12429,42.349716,1673,"present",1,2
-71.12426,42.4546,1716,"present",2,2
-71.12426,42.454601,1716,"present",2,2
-71.124245,42.349522,1673,"present",2,2
-71.124077,42.455154,1716,"present",1,2
-71.123512,42.455235,1716,"present",4,2
-71.12351,42.455235,1716,"present",2,2
-71.122452,42.305161,1673,"present",14,2
-71.120773,42.307365,1673,"present",4,2
-71.120758,42.3076209999999,1673,"present",1,2
-71.120613,42.223995,1673,"present",8,2
-71.12031,42.30382,1673,"present",2,2
-71.119911,42.307705,1673,"present",3,2
-71.115143,42.309734,1673,"present",2,2
-71.11028,42.540497,1716,"present",1,2
-71.108315,42.386509,1716,"present",15,2
-71.108315,42.38651,1716,"present",2,2
-71.107048,42.431385,1716,"present",6,2
-71.106285,42.435844,1716,"present",11,2
-71.101334,42.505898,1716,"present",2,2
-71.09655,42.41663,1716,"present",2,2
-71.092079,43.866966,1801,"present",1,2
-71.085434,42.315758,1673,"present",1,2
-71.084755,42.316795,1673,"present",1,2
-71.084747,42.316795,1673,"present",2,2
-71.0748,44.4012,1844,"past",5,1
-71.0588801,42.3600825,1673,"past",3,1
-71.05186,42.470104,1716,"present",1,2
-71.045303,42.084396,1673,"present",2,2
-71.04344,42.079826,1673,"present",2,2
-71.041908,42.084774,1673,"present",2,2
-70.98099,41.81728,1630,"present",2,2
-70.975372,44.019821,1844,"present",2,2
-70.97537,44.01982,1844,"present",1,2
-70.9750541,41.9903519,1673,"past",4,1
-70.950233,43.096924,1759,"present",1,2
-70.93619,42.08883,1673,"present",1,2
-70.93,43.130001,1759,"present",1,2
-70.92941,42.30053,1673,"present",1,2
-70.921326,42.267677,1673,"present",1,2
-70.91092,43.0774,1759,"present",1,2
-70.910919,43.0774,1759,"present",1,2
-70.897331,43.055054,1759,"present",6,2
-70.895088,43.2134020000001,1759,"present",5,2
-70.891479,42.49432,1716,"present",4,2
-70.88927691,43.26874345,1759,"past",15,1
-70.885231,43.115292,1759,"present",1,2
-70.88523,43.11529,1759,"present",1,2
-70.8653372,43.2617503,1759,"past",7,1
-70.862961,43.2798880000001,1759,"present",2,2
-70.86219,43.279743,1759,"present",3,2
-70.8186,43.1603,1759,"present",1,2
-70.810211,43.413593,1802,"present",11,2
-70.806007,42.77277,1716,"present",4,2
-70.80228,43.522804,1802,"present",2,2
-70.8012,43.8048,1801,"past",1,1
-70.8011731,43.8047977,1801,"past",11,1
-70.795647,43.457069,1802,"present",7,2
-70.795456,42.741394,1716,"present",4,2
-70.78211,43.305977,1759,"present",2,2
-70.7741,43.134,1759,"present",1,2
-70.75735,43.230736,1759,"present",2,2
-70.70457,43.581238,1802,"present",2,2
-70.700516,43.58272,1802,"present",2,2
-70.699135,43.58201,1802,"present",2,2
-70.699059,43.083412,1759,"present",2,2
-70.69133,43.08535,1759,"present",52,2
-70.654938,44.25386,1844,"present",1,2
-70.6180214,43.986313,1845,"past",21,1
-70.61145,43.705055,1802,"present",1,2
-70.609367,43.908012,1845,"present",1,2
-70.609062,43.907875,1845,"present",2,2
-70.568787,44.2091139999999,1845,"present",1,2
-70.55715,43.346775,1802,"present",2,2
-70.556267,41.80217,1674,"present",1,2
-70.55213,43.340015,1802,"present",1,2
-70.55201,43.33683,1802,"present",7,2
-70.549515,43.341316,1802,"present",1,2
-70.548935,43.337627,1802,"present",8,2
-70.548233,43.335651,1802,"present",2,2
-70.54803,43.3348460000001,1802,"present",2,2
-70.54728,43.33725,1802,"present",2,2
-70.546036,43.34826,1802,"present",1,2
-70.54581,43.335213,1802,"present",2,2
-70.4871,43.3658679999999,1802,"present",2,2
-70.487099,43.3658679999999,1802,"present",5,2
-70.44305,43.672104,1802,"present",2,2
-70.43866,43.506897,1802,"present",1,2
-70.424225,43.83765,1845,"present",1,2
-70.406815,43.631012,1802,"present",2,2
-70.38507,43.571346,1802,"present",1,2
-70.377289,43.517765,1802,"present",1,2
-70.35903,43.55094,1802,"present",2,2
-70.332611,43.775196,1845,"present",5,2
-70.33261,43.775196,1845,"present",2,2
-70.287125,43.825253,1845,"present",2,2
-70.286728,43.82621,1845,"present",4,2
-70.280785,43.629707,1802,"present",2,2
-70.273483,43.623219,1802,"present",1,2
-70.270424,43.692337,1802,"present",29,2
-70.254303,43.792496,1845,"present",1,2
-70.24968,43.6689680000001,1802,"present",4,2
-70.245705,43.667068,1802,"present",1,2
-70.23732,44.098392,1845,"present",1,2
-70.235512,43.636333,1802,"present",7,2
-70.234955,43.605831,1802,"present",3,2
-70.220497,44.083118,1845,"present",1,2
-70.214104,43.610584,1802,"present",1,2
-70.2141,43.610584,1802,"present",1,2
-70.204659,44.356728,1888,"present",5,2
-70.192505,43.808941,1845,"present",2,2
-70.121696,43.821171,1845,"present",1,2
-70.102585,44.269394,1888,"present",5,2
-70.035736,44.61348,1888,"present",2,2
-69.967957,43.758881,1846,"present",1,2
-69.9669961,43.9140162,1846,"past",23,1
-69.957878,43.899719,1846,"present",6,2
-69.95787,43.89944,1846,"present",1,2
-69.957726,43.899509,1846,"present",8,2
-69.957466,43.899727,1846,"present",1,2
-69.7753222,44.2300698,1889,"past",21,1
-69.7753,44.23007,1889,"past",1,1
-69.7753,44.2301,1889,"past",1,1
-69.593506,43.821156,1846,"present",2,2
-69.592491,44.227024,1889,"present",2,2
-69.55117,43.999718,1846,"present",13,2
-69.51155,43.894707,1846,"present",2,2
-69.50204,43.84154,1846,"present",1,2
-69.502037,43.841541,1846,"present",2,2
-69.445717,44.380726,1889,"present",4,2
-69.365997,44.114632,1889,"present",2,2
-69.356636,44.121105,1889,"present",1,2
-69.34307,44.606678,1932,"present",1,2
-69.31158,44.394394,1889,"present",2,2
-69.311577,44.394394,1889,"present",8,2
-69.236923,44.223492,1889,"present",1,2
-69.177101,44.685501,1932,"present",2,2
-69.1771,44.6855,1932,"present",2,2
-69.132668,44.124214,1890,"present",1,2
-69.12118,44.35643,1889,"present",2,2
-69.11971,44.116875,1890,"present",1,2
-69.0923,44.2372700000001,1890,"present",2,2
-69.091209,44.238724,1890,"present",1,2
-69.08005,44.23413,1890,"present",1,2
-69.066948,44.215588,1890,"present",2,2
-69.0647,44.2114,1890,"present",2,2
-69.06455,44.211617,1890,"present",1,2
-69.0511537,44.7975688,1932,"past",1,1
-69.04138,44.3133,1890,"present",1,2
-69.01954,44.264156,1890,"present",1,2
-69.005341,44.419659,1890,"present",2,2
-69.003532,44.417877,1890,"present",1,2
-68.984886,44.387745,1890,"present",1,2
-68.977654,44.427475,1890,"present",2,2
-68.799,44.38886,1890,"past",1,1
-68.7989582,44.3888609,1890,"past",3,1
-68.78829,44.931046,1933,"present",1,2
-68.779884,44.945835,1933,"present",2,2
-68.77875,44.582516,1933,"present",1,2
-68.777817,44.801182,1933,"present",1,2
-68.727715,44.738373,1933,"present",3,2
-68.724075,44.39973,1890,"present",1,2
-68.724075,44.399731,1890,"present",1,2
-68.72396,44.892937,1933,"present",2,2
-68.698929,44.846272,1933,"present",2,2
-68.611954,44.702324,1933,"present",1,2
-68.591362,44.6872899999999,1933,"present",1,2
-68.59136,44.6872899999999,1933,"present",1,2
-68.52434,44.65893,1933,"present",1,2
-68.36427,44.376945,1934,"present",1,2
-68.35107,44.50801,1933,"present",1,2
-68.2579,44.370987,1934,"present",2,2
-68.20625,44.36505,1934,"present",2,2
-68.106331,44.418877,1934,"present",1,2
-68.10633,44.418877,1934,"present",2,2
-68.019897,44.395542,1934,"present",1,2
-67.982468,44.438301,1934,"present",4,2
-67.9652562,44.5107169,1934,"past",32,1
-67.896492,44.639866,1934,"present",2,2
-67.422913,44.999458,1977,"present",1,2
-67.42291,44.99946,1977,"present",2,2
-67.0749,44.97476,1978,"past",1,1
-67.0748806,44.974757,1978,"past",5,1
-67.04445,44.95844,1978,"present",1,2
